index,movie_id,title,user_id,rating
438,1,Toy Story (1995),938,4
439,1,Toy Story (1995),932,4
440,1,Toy Story (1995),941,5
441,1,Toy Story (1995),907,5
442,1,Toy Story (1995),265,5
443,1,Toy Story (1995),709,4
444,1,Toy Story (1995),445,3
445,1,Toy Story (1995),398,5
446,1,Toy Story (1995),682,4
447,1,Toy Story (1995),895,4
448,1,Toy Story (1995),747,5
449,1,Toy Story (1995),786,4
450,1,Toy Story (1995),800,4
451,1,Toy Story (1995),593,3
477,2,GoldenEye (1995),450,4
478,2,GoldenEye (1995),303,3
479,2,GoldenEye (1995),178,4
480,2,GoldenEye (1995),83,4
481,2,GoldenEye (1995),407,4
482,2,GoldenEye (1995),327,2
483,2,GoldenEye (1995),1,3
484,2,GoldenEye (1995),325,1
485,2,GoldenEye (1995),455,4
486,2,GoldenEye (1995),30,3
487,2,GoldenEye (1995),320,4
488,2,GoldenEye (1995),405,1
489,2,GoldenEye (1995),466,1
490,2,GoldenEye (1995),536,4
491,2,GoldenEye (1995),346,5
492,2,GoldenEye (1995),197,3
493,2,GoldenEye (1995),72,3
494,2,GoldenEye (1995),110,3
495,2,GoldenEye (1995),600,3
496,2,GoldenEye (1995),622,4
497,2,GoldenEye (1995),551,2
498,2,GoldenEye (1995),618,2
499,2,GoldenEye (1995),495,2
500,2,GoldenEye (1995),497,1
501,2,GoldenEye (1995),429,3
502,2,GoldenEye (1995),280,3
503,2,GoldenEye (1995),398,3
504,2,GoldenEye (1995),660,2
505,2,GoldenEye (1995),653,1
506,2,GoldenEye (1995),378,2
507,2,GoldenEye (1995),130,4
508,2,GoldenEye (1995),749,4
509,2,GoldenEye (1995),374,4
510,2,GoldenEye (1995),22,2
511,2,GoldenEye (1995),425,2
512,2,GoldenEye (1995),487,3
513,2,GoldenEye (1995),757,3
514,2,GoldenEye (1995),705,3
515,2,GoldenEye (1995),472,5
516,2,GoldenEye (1995),709,4
517,2,GoldenEye (1995),416,4
518,2,GoldenEye (1995),561,3
519,2,GoldenEye (1995),292,4
520,2,GoldenEye (1995),305,2
521,2,GoldenEye (1995),521,3
522,2,GoldenEye (1995),249,3
523,2,GoldenEye (1995),727,4
524,2,GoldenEye (1995),796,5
525,2,GoldenEye (1995),774,1
526,2,GoldenEye (1995),773,3
527,2,GoldenEye (1995),271,1
528,2,GoldenEye (1995),566,5
529,2,GoldenEye (1995),627,3
530,2,GoldenEye (1995),751,4
531,2,GoldenEye (1995),543,3
532,2,GoldenEye (1995),642,4
533,2,GoldenEye (1995),899,3
534,2,GoldenEye (1995),484,4
535,2,GoldenEye (1995),830,3
536,2,GoldenEye (1995),846,5
537,2,GoldenEye (1995),864,4
538,2,GoldenEye (1995),806,3
539,2,GoldenEye (1995),682,3
540,2,GoldenEye (1995),385,3
541,2,GoldenEye (1995),655,3
542,2,GoldenEye (1995),870,2
543,2,GoldenEye (1995),648,4
544,2,GoldenEye (1995),435,4
545,2,GoldenEye (1995),916,3
546,2,GoldenEye (1995),738,3
547,2,GoldenEye (1995),715,3
548,2,GoldenEye (1995),506,4
549,2,GoldenEye (1995),880,3
550,2,GoldenEye (1995),934,4
551,2,GoldenEye (1995),621,3
552,2,GoldenEye (1995),279,4
553,2,GoldenEye (1995),746,3
554,2,GoldenEye (1995),686,3
555,2,GoldenEye (1995),643,3
556,2,GoldenEye (1995),640,4
557,2,GoldenEye (1995),790,3
558,2,GoldenEye (1995),804,4
559,2,GoldenEye (1995),42,5
560,2,GoldenEye (1995),532,5
561,2,GoldenEye (1995),892,4
562,2,GoldenEye (1995),924,3
563,2,GoldenEye (1995),102,2
564,2,GoldenEye (1995),764,3
565,2,GoldenEye (1995),844,4
566,2,GoldenEye (1995),632,4
567,2,GoldenEye (1995),671,4
568,2,GoldenEye (1995),943,5
569,2,GoldenEye (1995),267,3
570,2,GoldenEye (1995),826,3
571,2,GoldenEye (1995),650,3
572,2,GoldenEye (1995),896,3
573,2,GoldenEye (1995),795,3
574,2,GoldenEye (1995),234,2
575,2,GoldenEye (1995),442,3
576,2,GoldenEye (1995),868,2
577,2,GoldenEye (1995),815,3
578,2,GoldenEye (1995),798,4
579,2,GoldenEye (1995),49,1
580,2,GoldenEye (1995),807,4
581,2,GoldenEye (1995),886,4
582,2,GoldenEye (1995),889,3
583,3,Four Rooms (1995),181,2
584,3,Four Rooms (1995),81,4
585,3,Four Rooms (1995),160,3
586,3,Four Rooms (1995),130,5
587,3,Four Rooms (1995),49,3
588,3,Four Rooms (1995),320,4
589,3,Four Rooms (1995),157,3
590,3,Four Rooms (1995),145,3
591,3,Four Rooms (1995),95,1
592,3,Four Rooms (1995),99,3
593,3,Four Rooms (1995),267,4
594,3,Four Rooms (1995),417,4
595,3,Four Rooms (1995),62,3
596,3,Four Rooms (1995),246,2
597,3,Four Rooms (1995),221,4
598,3,Four Rooms (1995),463,2
599,3,Four Rooms (1995),456,4
600,3,Four Rooms (1995),293,2
601,3,Four Rooms (1995),393,3
602,3,Four Rooms (1995),406,3
603,3,Four Rooms (1995),59,4
604,3,Four Rooms (1995),459,2
605,3,Four Rooms (1995),486,2
606,3,Four Rooms (1995),303,3
607,3,Four Rooms (1995),43,2
608,3,Four Rooms (1995),472,5
609,3,Four Rooms (1995),500,4
610,3,Four Rooms (1995),537,2
611,3,Four Rooms (1995),497,4
612,3,Four Rooms (1995),523,4
613,3,Four Rooms (1995),244,5
614,3,Four Rooms (1995),429,2
615,3,Four Rooms (1995),569,1
616,3,Four Rooms (1995),82,2
617,3,Four Rooms (1995),301,2
618,3,Four Rooms (1995),453,4
619,3,Four Rooms (1995),104,3
620,3,Four Rooms (1995),487,5
621,3,Four Rooms (1995),343,4
622,3,Four Rooms (1995),269,3
623,3,Four Rooms (1995),432,3
624,3,Four Rooms (1995),551,5
625,3,Four Rooms (1995),582,3
626,3,Four Rooms (1995),435,3
627,3,Four Rooms (1995),342,2
628,3,Four Rooms (1995),682,3
629,3,Four Rooms (1995),534,4
630,3,Four Rooms (1995),346,3
631,3,Four Rooms (1995),747,2
632,3,Four Rooms (1995),548,1
633,3,Four Rooms (1995),276,3
634,3,Four Rooms (1995),806,2
635,3,Four Rooms (1995),268,1
636,3,Four Rooms (1995),291,3
637,3,Four Rooms (1995),756,1
638,3,Four Rooms (1995),450,4
639,3,Four Rooms (1995),336,1
640,3,Four Rooms (1995),606,5
641,3,Four Rooms (1995),751,3
642,3,Four Rooms (1995),886,3
643,3,Four Rooms (1995),795,2
644,3,Four Rooms (1995),63,2
645,3,Four Rooms (1995),561,3
646,3,Four Rooms (1995),595,4
647,3,Four Rooms (1995),854,1
648,3,Four Rooms (1995),660,1
649,3,Four Rooms (1995),654,3
650,3,Four Rooms (1995),714,5
651,3,Four Rooms (1995),280,2
652,3,Four Rooms (1995),923,4
653,3,Four Rooms (1995),586,5
654,3,Four Rooms (1995),207,2
655,3,Four Rooms (1995),663,4
656,3,Four Rooms (1995),286,2
657,3,Four Rooms (1995),1,4
658,3,Four Rooms (1995),624,3
659,3,Four Rooms (1995),621,5
660,3,Four Rooms (1995),216,4
661,3,Four Rooms (1995),793,4
662,3,Four Rooms (1995),936,4
663,3,Four Rooms (1995),889,4
664,3,Four Rooms (1995),580,5
665,3,Four Rooms (1995),592,4
666,3,Four Rooms (1995),622,1
667,3,Four Rooms (1995),916,3
668,3,Four Rooms (1995),859,5
669,3,Four Rooms (1995),917,1
670,3,Four Rooms (1995),699,3
671,3,Four Rooms (1995),910,2
672,3,Four Rooms (1995),880,1
773,4,Get Shorty (1995),198,3
774,4,Get Shorty (1995),7,5
775,4,Get Shorty (1995),318,2
776,4,Get Shorty (1995),94,4
777,4,Get Shorty (1995),757,5
778,4,Get Shorty (1995),645,4
779,4,Get Shorty (1995),189,5
780,4,Get Shorty (1995),795,4
781,4,Get Shorty (1995),671,5
782,4,Get Shorty (1995),532,5
783,4,Get Shorty (1995),796,5
784,4,Get Shorty (1995),476,4
785,4,Get Shorty (1995),682,3
786,4,Get Shorty (1995),293,4
787,4,Get Shorty (1995),758,4
788,4,Get Shorty (1995),716,2
789,4,Get Shorty (1995),771,1
790,4,Get Shorty (1995),301,4
791,4,Get Shorty (1995),562,1
792,4,Get Shorty (1995),197,3
793,4,Get Shorty (1995),747,4
794,4,Get Shorty (1995),326,1
795,4,Get Shorty (1995),860,4
796,4,Get Shorty (1995),363,5
797,4,Get Shorty (1995),629,3
798,4,Get Shorty (1995),774,2
799,4,Get Shorty (1995),659,3
800,4,Get Shorty (1995),232,4
801,4,Get Shorty (1995),151,5
802,4,Get Shorty (1995),495,3
803,4,Get Shorty (1995),456,3
804,4,Get Shorty (1995),886,3
805,4,Get Shorty (1995),22,5
806,4,Get Shorty (1995),538,3
807,4,Get Shorty (1995),1,3
808,4,Get Shorty (1995),453,4
809,4,Get Shorty (1995),880,4
810,4,Get Shorty (1995),653,3
811,4,Get Shorty (1995),600,4
812,4,Get Shorty (1995),804,4
813,4,Get Shorty (1995),299,3
814,4,Get Shorty (1995),875,3
815,4,Get Shorty (1995),561,3
816,4,Get Shorty (1995),497,3
817,4,Get Shorty (1995),554,2
818,4,Get Shorty (1995),854,2
819,4,Get Shorty (1995),84,3
820,4,Get Shorty (1995),405,4
821,4,Get Shorty (1995),49,2
822,4,Get Shorty (1995),690,3
823,4,Get Shorty (1995),374,2
824,4,Get Shorty (1995),417,3
825,4,Get Shorty (1995),625,4
826,4,Get Shorty (1995),919,1
827,4,Get Shorty (1995),524,4
828,4,Get Shorty (1995),707,3
829,4,Get Shorty (1995),940,2
830,4,Get Shorty (1995),916,4
831,4,Get Shorty (1995),43,4
832,4,Get Shorty (1995),883,4
833,4,Get Shorty (1995),315,4
834,4,Get Shorty (1995),881,3
835,4,Get Shorty (1995),889,3
836,4,Get Shorty (1995),303,4
837,4,Get Shorty (1995),846,5
838,4,Get Shorty (1995),474,5
839,4,Get Shorty (1995),764,3
840,4,Get Shorty (1995),102,2
841,4,Get Shorty (1995),715,4
842,4,Get Shorty (1995),933,3
843,4,Get Shorty (1995),749,4
844,4,Get Shorty (1995),347,4
845,4,Get Shorty (1995),466,3
846,4,Get Shorty (1995),805,2
847,4,Get Shorty (1995),484,4
848,4,Get Shorty (1995),790,3
849,4,Get Shorty (1995),823,5
850,4,Get Shorty (1995),934,5
851,4,Get Shorty (1995),622,4
852,4,Get Shorty (1995),253,4
853,4,Get Shorty (1995),896,3
854,4,Get Shorty (1995),903,4
855,4,Get Shorty (1995),416,4
856,4,Get Shorty (1995),763,5
857,4,Get Shorty (1995),738,4
858,4,Get Shorty (1995),664,4
859,4,Get Shorty (1995),786,4
860,4,Get Shorty (1995),871,3
861,4,Get Shorty (1995),788,3
862,4,Get Shorty (1995),638,4
863,4,Get Shorty (1995),642,3
864,4,Get Shorty (1995),748,4
865,4,Get Shorty (1995),591,4
866,4,Get Shorty (1995),780,3
867,4,Get Shorty (1995),425,4
868,4,Get Shorty (1995),158,4
869,4,Get Shorty (1995),643,4
870,4,Get Shorty (1995),833,3
871,4,Get Shorty (1995),579,2
872,4,Get Shorty (1995),551,2
873,4,Get Shorty (1995),851,5
874,4,Get Shorty (1995),913,4
875,4,Get Shorty (1995),59,4
876,4,Get Shorty (1995),826,4
877,4,Get Shorty (1995),882,4
878,4,Get Shorty (1995),655,2
879,4,Get Shorty (1995),233,3
880,4,Get Shorty (1995),864,4
881,4,Get Shorty (1995),870,2
882,5,Copycat (1995),293,3
883,5,Copycat (1995),43,4
884,5,Copycat (1995),311,3
885,5,Copycat (1995),109,3
886,5,Copycat (1995),344,3
887,5,Copycat (1995),145,3
888,5,Copycat (1995),314,4
889,5,Copycat (1995),308,4
890,5,Copycat (1995),280,4
891,5,Copycat (1995),44,4
892,5,Copycat (1995),269,2
893,5,Copycat (1995),388,4
894,5,Copycat (1995),218,3
895,5,Copycat (1995),332,5
896,5,Copycat (1995),363,1
897,5,Copycat (1995),276,3
898,5,Copycat (1995),102,3
899,5,Copycat (1995),437,2
900,5,Copycat (1995),291,5
901,5,Copycat (1995),234,3
902,5,Copycat (1995),435,2
903,5,Copycat (1995),270,5
904,5,Copycat (1995),375,4
905,5,Copycat (1995),447,3
906,5,Copycat (1995),188,4
907,5,Copycat (1995),207,3
908,5,Copycat (1995),339,3
909,5,Copycat (1995),374,4
910,5,Copycat (1995),92,4
911,5,Copycat (1995),255,2
912,5,Copycat (1995),405,4
913,5,Copycat (1995),130,4
914,5,Copycat (1995),593,4
915,5,Copycat (1995),256,5
916,5,Copycat (1995),504,4
917,5,Copycat (1995),13,1
918,5,Copycat (1995),21,2
919,5,Copycat (1995),406,4
920,5,Copycat (1995),551,4
921,5,Copycat (1995),378,3
922,5,Copycat (1995),604,2
923,5,Copycat (1995),562,4
924,5,Copycat (1995),72,4
925,5,Copycat (1995),648,4
926,5,Copycat (1995),666,2
927,5,Copycat (1995),1,3
928,5,Copycat (1995),417,4
929,5,Copycat (1995),393,3
930,5,Copycat (1995),372,4
931,5,Copycat (1995),741,3
932,5,Copycat (1995),303,2
933,5,Copycat (1995),399,3
934,5,Copycat (1995),671,2
935,5,Copycat (1995),633,3
936,5,Copycat (1995),796,4
937,5,Copycat (1995),422,3
938,5,Copycat (1995),367,4
939,5,Copycat (1995),763,4
940,5,Copycat (1995),805,4
941,5,Copycat (1995),727,3
942,5,Copycat (1995),345,3
943,5,Copycat (1995),682,3
944,5,Copycat (1995),925,4
945,5,Copycat (1995),655,2
946,5,Copycat (1995),368,3
947,5,Copycat (1995),886,3
948,5,Copycat (1995),892,4
949,5,Copycat (1995),28,3
950,5,Copycat (1995),425,1
951,5,Copycat (1995),833,1
952,5,Copycat (1995),919,4
953,5,Copycat (1995),776,4
954,5,Copycat (1995),916,3
955,5,Copycat (1995),546,5
956,5,Copycat (1995),864,4
957,5,Copycat (1995),709,4
958,5,Copycat (1995),468,3
959,5,Copycat (1995),118,2
960,5,Copycat (1995),907,5
961,5,Copycat (1995),506,4
962,5,Copycat (1995),135,3
963,5,Copycat (1995),643,3
964,5,Copycat (1995),577,4
965,5,Copycat (1995),267,3
966,5,Copycat (1995),814,3
967,5,Copycat (1995),880,3
968,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),63,3
969,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1,5
970,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),90,4
971,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),9,5
972,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),79,4
973,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),409,4
974,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),18,5
975,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),486,4
976,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),198,2
977,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),568,3
978,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),181,1
979,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),662,5
980,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),76,5
981,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),537,2
982,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),590,5
983,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),924,4
984,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),655,4
985,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),773,3
986,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),707,3
987,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),870,4
988,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),806,2
989,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),828,1
990,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),524,5
991,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),936,5
992,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),758,2
993,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),71,3
994,7,Twelve Monkeys (1995),250,4
995,7,Twelve Monkeys (1995),10,4
996,7,Twelve Monkeys (1995),66,3
997,7,Twelve Monkeys (1995),291,5
998,7,Twelve Monkeys (1995),198,4
999,7,Twelve Monkeys (1995),104,3
1000,7,Twelve Monkeys (1995),217,4
1001,7,Twelve Monkeys (1995),49,4
1002,7,Twelve Monkeys (1995),68,3
1003,7,Twelve Monkeys (1995),116,2
1004,7,Twelve Monkeys (1995),244,4
1005,7,Twelve Monkeys (1995),286,4
1006,7,Twelve Monkeys (1995),28,5
1007,7,Twelve Monkeys (1995),289,4
1008,7,Twelve Monkeys (1995),26,3
1009,7,Twelve Monkeys (1995),331,4
1010,7,Twelve Monkeys (1995),265,2
1011,7,Twelve Monkeys (1995),181,4
1012,7,Twelve Monkeys (1995),151,4
1013,7,Twelve Monkeys (1995),43,4
1014,7,Twelve Monkeys (1995),97,5
1015,7,Twelve Monkeys (1995),73,4
1016,7,Twelve Monkeys (1995),323,2
1017,7,Twelve Monkeys (1995),200,4
1018,7,Twelve Monkeys (1995),188,5
1019,7,Twelve Monkeys (1995),59,4
1020,7,Twelve Monkeys (1995),214,5
1021,7,Twelve Monkeys (1995),294,4
1022,7,Twelve Monkeys (1995),14,5
1023,7,Twelve Monkeys (1995),81,4
1024,7,Twelve Monkeys (1995),230,3
1025,7,Twelve Monkeys (1995),267,5
1026,7,Twelve Monkeys (1995),226,4
1027,7,Twelve Monkeys (1995),57,4
1028,7,Twelve Monkeys (1995),280,4
1029,7,Twelve Monkeys (1995),99,4
1030,7,Twelve Monkeys (1995),168,1
1031,7,Twelve Monkeys (1995),332,4
1032,7,Twelve Monkeys (1995),297,4
1033,7,Twelve Monkeys (1995),64,4
1034,7,Twelve Monkeys (1995),222,5
1035,7,Twelve Monkeys (1995),357,3
1036,7,Twelve Monkeys (1995),301,4
1037,7,Twelve Monkeys (1995),84,4
1038,7,Twelve Monkeys (1995),268,4
1039,7,Twelve Monkeys (1995),87,4
1040,7,Twelve Monkeys (1995),216,5
1041,7,Twelve Monkeys (1995),352,3
1042,7,Twelve Monkeys (1995),145,5
1043,7,Twelve Monkeys (1995),269,3
1044,7,Twelve Monkeys (1995),295,5
1045,7,Twelve Monkeys (1995),7,5
1046,7,Twelve Monkeys (1995),397,5
1047,7,Twelve Monkeys (1995),79,5
1048,7,Twelve Monkeys (1995),365,2
1049,7,Twelve Monkeys (1995),67,5
1050,7,Twelve Monkeys (1995),334,5
1051,7,Twelve Monkeys (1995),227,5
1052,7,Twelve Monkeys (1995),8,3
1053,7,Twelve Monkeys (1995),148,5
1054,7,Twelve Monkeys (1995),203,3
1055,7,Twelve Monkeys (1995),15,1
1056,7,Twelve Monkeys (1995),256,4
1057,7,Twelve Monkeys (1995),374,1
1058,7,Twelve Monkeys (1995),235,4
1059,7,Twelve Monkeys (1995),347,4
1060,7,Twelve Monkeys (1995),194,3
1061,7,Twelve Monkeys (1995),402,4
1062,7,Twelve Monkeys (1995),46,4
1063,7,Twelve Monkeys (1995),95,5
1064,7,Twelve Monkeys (1995),234,2
1065,7,Twelve Monkeys (1995),314,4
1066,7,Twelve Monkeys (1995),320,4
1067,7,Twelve Monkeys (1995),305,4
1068,7,Twelve Monkeys (1995),109,4
1069,7,Twelve Monkeys (1995),386,3
1070,7,Twelve Monkeys (1995),160,3
1071,7,Twelve Monkeys (1995),65,1
1072,7,Twelve Monkeys (1995),56,5
1073,7,Twelve Monkeys (1995),252,4
1074,7,Twelve Monkeys (1995),366,2
1075,7,Twelve Monkeys (1995),413,3
1076,7,Twelve Monkeys (1995),30,4
1077,7,Twelve Monkeys (1995),328,4
1078,7,Twelve Monkeys (1995),16,5
1079,7,Twelve Monkeys (1995),72,1
1080,7,Twelve Monkeys (1995),94,4
1081,7,Twelve Monkeys (1995),406,4
1082,7,Twelve Monkeys (1995),243,3
1083,7,Twelve Monkeys (1995),354,4
1084,7,Twelve Monkeys (1995),344,4
1085,7,Twelve Monkeys (1995),262,4
1086,7,Twelve Monkeys (1995),115,5
1087,7,Twelve Monkeys (1995),403,5
1088,7,Twelve Monkeys (1995),292,3
1089,7,Twelve Monkeys (1995),89,5
1090,7,Twelve Monkeys (1995),359,5
1091,7,Twelve Monkeys (1995),453,5
1092,7,Twelve Monkeys (1995),54,4
1093,7,Twelve Monkeys (1995),417,3
1094,7,Twelve Monkeys (1995),377,4
1095,7,Twelve Monkeys (1995),96,5
1096,7,Twelve Monkeys (1995),447,5
1097,7,Twelve Monkeys (1995),346,2
1098,7,Twelve Monkeys (1995),450,4
1099,7,Twelve Monkeys (1995),425,3
1100,7,Twelve Monkeys (1995),141,5
1101,7,Twelve Monkeys (1995),118,5
1102,7,Twelve Monkeys (1995),113,3
1103,7,Twelve Monkeys (1995),293,3
1104,7,Twelve Monkeys (1995),378,4
1105,7,Twelve Monkeys (1995),421,3
1106,7,Twelve Monkeys (1995),221,4
1107,7,Twelve Monkeys (1995),76,4
1108,7,Twelve Monkeys (1995),412,5
1109,7,Twelve Monkeys (1995),248,2
1110,7,Twelve Monkeys (1995),363,3
1111,7,Twelve Monkeys (1995),526,4
1112,7,Twelve Monkeys (1995),382,2
1113,7,Twelve Monkeys (1995),270,4
